Nivel,Número de Vacantes,OPEC,Asignación salarial,Experiencia,Dependencias ,Estudio
Profesional,16,229379,8208795,Cincuenta y uno(51) meses de EXPERIENCIA PROFESIONAL RELACIONADA,"Dependencia: ANTIOQUIA- CENTRO DE SERVICIOS Y GESTIÓN EMPRESARIAL,  Municipio: Medellín, Total vacantes: 2","Título de PROFESIONAL en NBC: ADMINISTRACION
 ,O, NBC:   CONTADURIA PUBLICA
 ,O, NBC:   ECONOMIA
 ,O, NBC:   EDUCACION
 ,O, NBC:   INGENIERIA ADMINISTRATIVA Y AFINES
 ,O, NBC:   LENGUAS MODERNAS, LITERATURA, LINGUISTICA Y AFINES.
 ,Y, Certificación internacional de dominio del inglés en nivel B2 según el Marco Común Europeo de Referencia MCER. Las certificaciones deben corresponder a la lista de exámenes aprobados por la NTC5580 (Icontec-Men), y aquellas normas que la modifiquen, actualicen o sustituyan, tener una vigencia de 2 años, corresponder a las 4 habilidades de dominio de lengua (Listening, Reading, Speaking, Writing)"
Profesional,1,229380,8208795,Cincuenta y uno(51) meses de EXPERIENCIA PROFESIONAL RELACIONADA,"Dependencia: DISTRITO CAPITAL- CENTRO DE TECNOLOGIAS PARA LA CONSTRUCCION Y LA MADERA,  Municipio: Soacha, Total vacantes: 1","Título de PROFESIONAL en NBC: ADMINISTRACION
 ,O, NBC:   ARQUITECTURA
 ,O, NBC:   EDUCACION
 ,O, NBC:   INGENIERIA ADMINISTRATIVA Y AFINES
 ,O, NBC:   INGENIERIA CIVIL Y AFINES
 ,O, NBC:   INGENIERIA DE SISTEMAS, TELEMATICA Y AFINES
 ,O, NBC:   LENGUAS MODERNAS, LITERATURA, LINGUISTICA Y AFINES.
 ,Y, Certificación internacional de dominio del inglés en nivel B2 según el Marco Común Europeo de Referencia MCER. Las certificaciones deben corresponder a la lista de exámenes aprobados por la NTC5580 (Icontec-Men), y aquellas normas que la modifiquen, actualicen o sustituyan, tener una vigencia de 2 años, corresponder a las 4 habilidades de dominio de lengua (Listening, Reading, Speaking, Writing)"
Profesional,2,229381,8208795,Cincuenta y uno(51) meses de EXPERIENCIA PROFESIONAL RELACIONADA,"Dependencia: ANTIOQUIA- CENTRO PARA EL DESARROLLO DEL HABITAT Y LA CONSTRUCCION,  Municipio: Medellín, Total vacantes: 1","Título de PROFESIONAL en NBC: ADMINISTRACION
 ,O, NBC:   ARQUITECTURA
 ,O, NBC:   EDUCACION
 ,O, NBC:   INGENIERIA ADMINISTRATIVA Y AFINES
 ,O, NBC:   INGENIERIA CIVIL Y AFINES
 ,O, NBC:   LENGUAS MODERNAS, LITERATURA, LINGUISTICA Y AFINES..
 ,Y, Certificación internacional de dominio del inglés en nivel B2 según el Marco Común Europeo de Referencia MCER. Las certificaciones deben corresponder a la lista de exámenes aprobados por la NTC5580 (Icontec-Men), y aquellas normas que la modifiquen, actualicen o sustituyan, tener una vigencia de 2 años, corresponder a las 4 habilidades de dominio de lengua (Listening, Reading, Speaking, Writing)"
Profesional,2,229382,8208795,Cincuenta y uno(51) meses de EXPERIENCIA PROFESIONAL RELACIONADA,"Dependencia: VALLE-CENTRO LATINOAMERICANO DE  ESPECIES MENORES,  Municipio: Tuluá, Total vacantes: 1","Título de PROFESIONAL en NBC: ADMINISTRACION
 ,O, NBC:   EDUCACION
 ,O, NBC:   INGENIERIA ADMINISTRATIVA Y AFINES
 ,O, NBC:   INGENIERIA AGRONOMICA, PECUARIA Y AFINES
 ,O, NBC:   LENGUAS MODERNAS, LITERATURA, LINGUISTICA Y AFINES.
 ,Y, Certificación internacional de dominio del inglés en nivel B2 según el Marco Común Europeo de Referencia MCER. Las certificaciones deben corresponder a la lista de exámenes aprobados por la NTC5580 (Icontec-Men), y aquellas normas que la modifiquen, actualicen o sustituyan, tener una vigencia de 2 años, corresponder a las 4 habilidades de dominio de lengua (Listening, Reading, Speaking, Writing)"
Profesional,1,229383,8208795,Cincuenta y uno(51) meses de EXPERIENCIA PROFESIONAL RELACIONADA,"Dependencia: CUNDINAMARCA- CENTRO DE DESARROLLO AGROINDUSTRIAL Y EMPRESARIAL,  Municipio: Villeta, Total vacantes: 1","Título de PROFESIONAL en NBC: ADMINISTRACION
 ,O, NBC:   AGRONOMIA
 ,O, NBC:   CONTADURIA PUBLICA
 ,O, NBC:   ECONOMIA
 ,O, NBC:   EDUCACION
 ,O, NBC:   INGENIERIA ADMINISTRATIVA Y AFINES
 ,O, NBC:   INGENIERIA AGRICOLA, FORESTAL Y AFINES
 ,O, NBC:   INGENIERIA AGROINDUSTRIAL, ALIMENTOS Y AFINES
 ,O, NBC:   INGENIERIA AGRONOMICA, PECUARIA Y AFINES
 ,O, NBC:   INGENIERIA INDUSTRIAL Y AFINES
 ,O, NBC:   LENGUAS MODERNAS, LITERATURA, LINGUISTICA Y AFINES.
 ,Y, Certificación internacional de dominio del inglés en nivel B2 según el Marco Común Europeo de Referencia MCER. Las certificaciones deben corresponder a la lista de exámenes aprobados por la NTC5580 (Icontec-Men), y aquellas normas que la modifiquen, actualicen o sustituyan, tener una vigencia de 2 años, corresponder a las 4 habilidades de dominio de lengua (Listening, Reading, Speaking, Writing)"
Profesional,6,229384,8208795,Cincuenta y uno(51) meses de EXPERIENCIA PROFESIONAL RELACIONADA,"Dependencia: DISTRITO CAPITAL- CENTRO NACIONAL DE HOTELERIA, TURISMO Y ALIMENTOS,  Municipio: Bogotá D.C., Total vacantes: 1","Título de PROFESIONAL en NBC: ADMINISTRACION
 ,O, NBC:   EDUCACION
 ,O, NBC:   INGENIERIA ADMINISTRATIVA Y AFINES
 ,O, NBC:   LENGUAS MODERNAS, LITERATURA, LINGUISTICA Y AFINES.
 ,Y, Certificación internacional de dominio del inglés en nivel B2 según el Marco Común Europeo de Referencia MCER. Las certificaciones deben corresponder a la lista de exámenes aprobados por la NTC5580 (Icontec-Men), y aquellas normas que la modifiquen, actualicen o sustituyan, tener una vigencia de 2 años, corresponder a las 4 habilidades de dominio de lengua (Listening, Reading, Speaking, Writing)"
Profesional,9,229385,8208795,Cincuenta y uno(51) meses de EXPERIENCIA PROFESIONAL RELACIONADA,"Dependencia: SANTANDER-CENTRO INDUSTRIAL DE MANTENIMIENTO INTEGRAL,  Municipio: Girón, Total vacantes: 1","Título de PROFESIONAL en NBC: ADMINISTRACION
 ,O, NBC:   EDUCACION
 ,O, NBC:   INGENIERIA ADMINISTRATIVA Y AFINES
 ,O, NBC:   INGENIERIA INDUSTRIAL Y AFINES
 ,O, NBC:   LENGUAS MODERNAS, LITERATURA, LINGUISTICA Y AFINES.
 ,Y, Certificación internacional de dominio del inglés en nivel B2 según el Marco Común Europeo de Referencia MCER. Las certificaciones deben corresponder a la lista de exámenes aprobados por la NTC5580 (Icontec-Men), y aquellas normas que la modifiquen, actualicen o sustituyan, tener una vigencia de 2 años, corresponder a las 4 habilidades de dominio de lengua (Listening, Reading, Speaking, Writing)"
Profesional,1,229386,8208795,Cincuenta y uno(51) meses de EXPERIENCIA PROFESIONAL RELACIONADA,"Dependencia: RISARALDA-CENTRO DE COMERCIO Y SERVICIOS,  Municipio: Pereira, Total vacantes: 1","Título de PROFESIONAL en NBC: ADMINISTRACION
 ,O, NBC:   CONTADURIA PUBLICA
 ,O, NBC:   ECONOMIA
 ,O, NBC:   EDUCACION
 ,O, NBC:   INGENIERIA ADMINISTRATIVA Y AFINES
 ,O, NBC:   INGENIERIA DE SISTEMAS, TELEMATICA Y AFINES
 ,O, NBC:   LENGUAS MODERNAS, LITERATURA, LINGUISTICA Y AFINES.
 ,Y, Certificación internacional de dominio del inglés en nivel B2 según el Marco Común Europeo de Referencia MCER. Las certificaciones deben corresponder a la lista de exámenes aprobados por la NTC5580 (Icontec-Men), y aquellas normas que la modifiquen, actualicen o sustituyan, tener una vigencia de 2 años, corresponder a las 4 habilidades de dominio de lengua (Listening, Reading, Speaking, Writing)"
Profesional,1,229387,6500596,Quince(15) meses de EXPERIENCIA PROFESIONAL RELACIONADA,"Dependencia: CALDAS-CENTRO DE AUTOMATIZACIÓN INDUSTRIAL,  Municipio: Manizales, Total vacantes: 1","Título de PROFESIONAL en NBC: ADMINISTRACION
 ,O, NBC:   BIBLIOTECOLOGIA, OTROS DE CIENCIAS SOCIALES Y HUMANAS.

Titulo de postgrado en la modalidad de ESPECIALIZACION EN AREAS RELACIONADAS CON LAS FUNCIONES DEL EMPLEO."
Profesional,2,229388,8208795,Cincuenta y uno(51) meses de EXPERIENCIA PROFESIONAL RELACIONADA,"Dependencia: BOYACA- CENTRO DE GESTION ADMINISTRATIVA Y FORTALECIMIENTO EMPRESARIAL,  Municipio: Tunja, Total vacantes: 2","Título de PROFESIONAL en NBC: ADMINISTRACION
 ,O, NBC:   CONTADURIA PUBLICA
 ,O, NBC:   EDUCACION
 ,O, NBC:   INGENIERIA ADMINISTRATIVA Y AFINES
 ,O, NBC:   LENGUAS MODERNAS, LITERATURA, LINGUISTICA Y AFINES.
 ,Y, Certificación internacional de dominio del inglés en nivel B2 según el Marco Común Europeo de Referencia MCER. Las certificaciones deben corresponder a la lista de exámenes aprobados por la NTC5580 (Icontec-Men), y aquellas normas que la modifiquen, actualicen o sustituyan, tener una vigencia de 2 años, corresponder a las 4 habilidades de dominio de lengua (Listening, Reading, Speaking, Writing)"
Profesional,4,229389,8208795,Cincuenta y uno(51) meses de EXPERIENCIA PROFESIONAL RELACIONADA,"Dependencia: VALLE-CENTRO DE TECNOLOGÍAS AGROINDUSTRIALES,  Municipio: Cartago, Total vacantes: 1","Título de PROFESIONAL en NBC: ADMINISTRACION
 ,O, NBC:   AGRONOMIA
 ,O, NBC:   EDUCACION
 ,O, NBC:   INGENIERIA ADMINISTRATIVA Y AFINES
 ,O, NBC:   INGENIERIA AGRICOLA, FORESTAL Y AFINES
 ,O, NBC:   INGENIERIA AGROINDUSTRIAL, ALIMENTOS Y AFINES
 ,O, NBC:   INGENIERIA AGRONOMICA, PECUARIA Y AFINES
 ,O, NBC:   INGENIERIA DE SISTEMAS, TELEMATICA Y AFINES
 ,O, NBC:   INGENIERIA INDUSTRIAL Y AFINES
 ,O, NBC:   LENGUAS MODERNAS, LITERATURA, LINGUISTICA Y AFINES.
 ,Y, Certificación internacional de dominio del inglés en nivel B2 según el Marco Común Europeo de Referencia MCER. Las certificaciones deben corresponder a la lista de exámenes aprobados por la NTC5580 (Icontec-Men), y aquellas normas que la modifiquen, actualicen o sustituyan, tener una vigencia de 2 años, corresponder a las 4 habilidades de dominio de lengua (Listening, Reading, Speaking, Writing)"
Profesional,1,229390,8208795,Cincuenta y uno(51) meses de EXPERIENCIA PROFESIONAL RELACIONADA,"Dependencia: ANTIOQUIA- COMPLEJO TECNOLOGICO PARA LA GESTION AGROEMPRESARIAL,  Municipio: Caucasia, Total vacantes: 1","Título de PROFESIONAL en NBC: ADMINISTRACION
 ,O, NBC:   AGRONOMIA
 ,O, NBC:   CONTADURIA PUBLICA
 ,O, NBC:   ECONOMIA
 ,O, NBC:   EDUCACION
 ,O, NBC:   INGENIERIA ADMINISTRATIVA Y AFINES
 ,O, NBC:   INGENIERIA AGRICOLA, FORESTAL Y AFINES
 ,O, NBC:   INGENIERIA AGROINDUSTRIAL, ALIMENTOS Y AFINES
 ,O, NBC:   INGENIERIA AGRONOMICA, PECUARIA Y AFINES
 ,O, NBC:   INGENIERIA DE SISTEMAS, TELEMATICA Y AFINES
 ,O, NBC:   LENGUAS MODERNAS, LITERATURA, LINGUISTICA Y AFINES.
 ,Y, Certificación internacional de dominio del inglés en nivel B2 según el Marco Común Europeo de Referencia MCER. Las certificaciones deben corresponder a la lista de exámenes aprobados por la NTC5580 (Icontec-Men), y aquellas normas que la modifiquen, actualicen o sustituyan, tener una vigencia de 2 años, corresponder a las 4 habilidades de dominio de lengua (Listening, Reading, Speaking, Writing)"
Profesional,1,229392,8208795,Cincuenta y uno(51) meses de EXPERIENCIA PROFESIONAL RELACIONADA,"Dependencia: ATLANTICO- CENTRO PARA EL DESARROLLO AGROECOLOGICO Y AGROINDUSTRIAL,  Municipio: Sabanalarga, Total vacantes: 1","Título de PROFESIONAL en NBC: ADMINISTRACION
 ,O, NBC:   AGRONOMIA
 ,O, NBC:   EDUCACION
 ,O, NBC:   INGENIERIA ADMINISTRATIVA Y AFINES
 ,O, NBC:   INGENIERIA AGRICOLA, FORESTAL Y AFINES
 ,O, NBC:   INGENIERIA AGROINDUSTRIAL, ALIMENTOS Y AFINES
 ,O, NBC:   INGENIERIA AGRONOMICA, PECUARIA Y AFINES
 ,O, NBC:   INGENIERIA AMBIENTAL, SANITARIA Y AFINES
 ,O, NBC:   INGENIERIA INDUSTRIAL Y AFINES
 ,O, NBC:   LENGUAS MODERNAS, LITERATURA, LINGUISTICA Y AFINES.
 ,Y, Certificación internacional de dominio del inglés en nivel B2 según el Marco Común Europeo de Referencia MCER. Las certificaciones deben corresponder a la lista de exámenes aprobados por la NTC5580 (Icontec-Men), y aquellas normas que la modifiquen, actualicen o sustituyan, tener una vigencia de 2 años, corresponder a las 4 habilidades de dominio de lengua (Listening, Reading, Speaking, Writing)"
Profesional,1,229393,8208795,Cincuenta y uno(51) meses de EXPERIENCIA PROFESIONAL RELACIONADA,"Dependencia: DISTRITO CAPITAL- CENTRO PARA LA INDUSTRIA DE LA COMUNICACION GRAFICA,  Municipio: Bogotá D.C., Total vacantes: 1","Título de PROFESIONAL en NBC: ADMINISTRACION
 ,O, NBC:   ARTES PLASTICAS, VISUALES Y AFINES
 ,O, NBC:   EDUCACION
 ,O, NBC:   INGENIERIA ADMINISTRATIVA Y AFINES
 ,O, NBC:   INGENIERIA INDUSTRIAL Y AFINES
 ,O, NBC:   LENGUAS MODERNAS, LITERATURA, LINGUISTICA Y AFINES.
 ,Y, Certificación internacional de dominio del inglés en nivel B2 según el Marco Común Europeo de Referencia MCER. Las certificaciones deben corresponder a la lista de exámenes aprobados por la NTC5580 (Icontec-Men), y aquellas normas que la modifiquen, actualicen o sustituyan, tener una vigencia de 2 años, corresponder a las 4 habilidades de dominio de lengua (Listening, Reading, Speaking, Writing)"
Profesional,1,229394,8208795,Cincuenta y uno(51) meses de EXPERIENCIA PROFESIONAL RELACIONADA,"Dependencia: ANTIOQUIA-CENTRO DE FORMACIÓN MINERO AMBIENTAL,  Municipio: El Bagre, Total vacantes: 1","Título de PROFESIONAL en NBC: ADMINISTRACION
 ,O, NBC:   EDUCACION
 ,O, NBC:   INGENIERIA ADMINISTRATIVA Y AFINES
 ,O, NBC:   INGENIERIA AGRICOLA, FORESTAL Y AFINES
 ,O, NBC:   INGENIERIA AMBIENTAL, SANITARIA Y AFINES
 ,O, NBC:   INGENIERIA DE MINAS, METALURGIA Y AFINES
 ,O, NBC:   LENGUAS MODERNAS, LITERATURA, LINGUISTICA Y AFINES.
 ,Y, Certificación internacional de dominio del inglés en nivel B2 según el Marco Común Europeo de Referencia MCER. Las certificaciones deben corresponder a la lista de exámenes aprobados por la NTC5580 (Icontec-Men), y aquellas normas que la modifiquen, actualicen o sustituyan, tener una vigencia de 2 años, corresponder a las 4 habilidades de dominio de lengua (Listening, Reading, Speaking, Writing)"
Profesional,7,229395,8208795,Cincuenta y uno(51) meses de EXPERIENCIA PROFESIONAL RELACIONADA,"Dependencia: SANTANDER-CENTRO DE GESTIÓN AGROEMPRESARIAL DEL ORIENTE,  Municipio: Vélez, Total vacantes: 1","Título de PROFESIONAL en NBC: ADMINISTRACION
 ,O, NBC:   AGRONOMIA
 ,O, NBC:   CONTADURIA PUBLICA
 ,O, NBC:   ECONOMIA
 ,O, NBC:   EDUCACION
 ,O, NBC:   INGENIERIA ADMINISTRATIVA Y AFINES
 ,O, NBC:   INGENIERIA AGRICOLA, FORESTAL Y AFINES
 ,O, NBC:   INGENIERIA AGROINDUSTRIAL, ALIMENTOS Y AFINES
 ,O, NBC:   INGENIERIA AGRONOMICA, PECUARIA Y AFINES
 ,O, NBC:   LENGUAS MODERNAS, LITERATURA, LINGUISTICA Y AFINES.
 ,Y, Certificación internacional de dominio del inglés en nivel B2 según el Marco Común Europeo de Referencia MCER.
 Las certificaciones deben corresponder a la lista de exámenes aprobados por la NTC5580 (Icontec-Men), y aquellas normas que la modifiquen, actualicen o sustituyan, tener una vigencia de 2 años, corresponder a las 4 habilidades de dominio de lengua (Listening, Reading, Speaking, Writing)"
Instructor,5,229396,4065092,Veinticuatro(24) meses de EXPERIENCIA RELACIONADA,"Dependencia: VALLE-CENTRO DE TECNOLOGÍAS AGROINDUSTRIALES,  Municipio: Cartago, Total vacantes: 1","Título de PROFESIONAL en NBC: ADMINISTRACION
 ,O, NBC:   AGRONOMIA
 ,O, NBC:   ANTROPOLOGIA Y ARTES LIBERALES
 ,O, NBC:   ARQUITECTURA
 ,O, NBC:   ARTES PLASTICAS, VISUALES Y AFINES
 ,O, NBC:   ARTES REPRESENTATIVAS
 ,O, NBC:   BACTERIOLOGIA
 ,O, NBC:   BIBLIOTECOLOGIA, OTROS DE CIENCIAS SOCIALES Y HUMANAS
 ,O, NBC:   BIOLOGIA, MICROBIOLOGIA Y AFINES
 ,O, NBC:   CIENCIA POLITICA, RELACIONES INTERNACIONALES
 ,O, NBC:   COMUNICACION SOCIAL, PERIODISMO Y AFINES
 ,O, NBC:   CONTADURIA PUBLICA
 ,O, NBC:   DEPORTES, EDUCACION FISICA Y RECREACION
 ,O, NBC:   DERECHO Y AFINES
 ,O, NBC:   DISENO
 ,O, NBC:   ECONOMIA
 ,O, NBC:   EDUCACION
 ,O, NBC:   ENFERMERIA
 ,O, NBC:   FILOSOFIA, TEOLOGIA Y AFINES
 ,O, NBC:   FISICA
 ,O, NBC:   FORMACION RELACIONADA CON EL CAMPO MILITAR O POLICIAL
 ,O, NBC:   GEOGRAFIA, HISTORIA
 ,O, NBC:   GEOLOGIA, OTROS PROGRAMAS DE CIENCIAS NATURALES
 ,O, NBC:   INGENIERIA ADMINISTRATIVA Y AFINES
 ,O, NBC:   INGENIERIA AGRICOLA, FORESTAL Y AFINES
 ,O, NBC:   INGENIERIA AGROINDUSTRIAL, ALIMENTOS Y AFINES
 ,O, NBC:   INGENIERIA AGRONOMICA, PECUARIA Y AFINES
 ,O, NBC:   INGENIERIA AMBIENTAL, SANITARIA Y AFINES
 ,O, NBC:   INGENIERIA BIOMEDICA Y AFINES
 ,O, NBC:   INGENIERIA CIVIL Y AFINES
 ,O, NBC:   INGENIERIA DE MINAS, METALURGIA Y AFINES
 ,O, NBC:   INGENIERIA DE SISTEMAS, TELEMATICA Y AFINES
 ,O, NBC:   INGENIERIA ELECTRICA Y AFINES
 ,O, NBC:   INGENIERIA ELECTRONICA, TELECOMUNICACIONES Y AFINES
 ,O, NBC:   INGENIERIA INDUSTRIAL Y AFINES
 ,O, NBC:   INGENIERIA MECANICA Y AFINES
 ,O, NBC:   INGENIERIA QUIMICA Y AFINES
 ,O, NBC:   INSTRUMENTACION QUIRURGICA
 ,O, NBC:   LENGUAS MODERNAS, LITERATURA, LINGUISTICA Y AFINES
 ,O, NBC:   MATEMATICAS, ESTADISTICA Y AFINES
 ,O, NBC:   MEDICINA
 ,O, NBC:   MEDICINA VETERINARIA
 ,O, NBC:   MUSICA
 ,O, NBC:   NUTRICION Y DIETETICA
 ,O, NBC:   ODONTOLOGIA
 ,O, NBC:   OPTOMETRIA, OTROS PROGRAMAS DE CIENCIAS DE LA SALUD
 ,O, NBC:   OTRAS INGENIERIAS
 ,O, NBC:   OTROS PROGRAMAS ASOCIADOS A BELLAS ARTES
 ,O, NBC:   PSICOLOGIA
 ,O, NBC:   PUBLICIDAD Y AFINES
 ,O, NBC:   QUIMICA Y AFINES
 ,O, NBC:   SALUD PUBLICA
 ,O, NBC:   SOCIOLOGIA, TRABAJO SOCIAL Y AFINES
 ,O, NBC:   TERAPIAS
 ,O, NBC:   ZOOTECNIA."
Profesional,1,229577,8208795,Cincuenta y uno(51) meses de EXPERIENCIA PROFESIONAL RELACIONADA,"Dependencia: SANTANDER-CENTRO INDUSTRIAL DEL DISEÑO Y LA MANUFACTURA,  Municipio: Floridablanca, Total vacantes: 1","Título de PROFESIONAL en NBC: ADMINISTRACION
 ,O, NBC:   DISENO
 ,O, NBC:   EDUCACION
 ,O, NBC:   INGENIERIA ADMINISTRATIVA Y AFINES
 ,O, NBC:   INGENIERIA INDUSTRIAL Y AFINES
 ,O, NBC:   LENGUAS MODERNAS, LITERATURA, LINGUISTICA Y AFINES.
 ,Y, Certificación internacional de dominio del inglés en nivel B2 según el Marco Común Europeo de Referencia MCER. Las certificaciones deben corresponder a la lista de exámenes aprobados por la NTC5580 (Icontec-Men), y aquellas normas que la modifiquen, actualicen o sustituyan, tener una vigencia de 2 años, corresponder a las 4 habilidades de dominio de lengua (Listening, Reading, Speaking, Writing)"
Profesional,1,229579,8208795,Cincuenta y uno(51) meses de EXPERIENCIA PROFESIONAL RELACIONADA,"Dependencia: VALLE-CENTRO DE BIOTECNOLOGÍA INDUSTRIAL,  Municipio: Palmira, Total vacantes: 1","Título de PROFESIONAL en NBC: ADMINISTRACION
 ,O, NBC:   BIOLOGIA, MICROBIOLOGIA Y AFINES
 ,O, NBC:   EDUCACION
 ,O, NBC:   INGENIERIA ADMINISTRATIVA Y AFINES
 ,O, NBC:   INGENIERIA INDUSTRIAL Y AFINES
 ,O, NBC:   LENGUAS MODERNAS, LITERATURA, LINGUISTICA Y AFINES.
 ,Y, Certificación internacional de dominio del inglés en nivel B2 según el Marco Común Europeo de Referencia MCER. Las certificaciones deben corresponder a la lista de exámenes aprobados por la NTC5580 (Icontec-Men), y aquellas normas que la modifiquen, actualicen o sustituyan, tener una vigencia de 2 años, corresponder a las 4 habilidades de dominio de lengua (Listening, Reading, Speaking, Writing)"
Profesional,2,229580,8208795,Cincuenta y uno(51) meses de EXPERIENCIA PROFESIONAL RELACIONADA,"Dependencia: ANTIOQUIA- CENTRO DE SERVICIOS DE SALUD,  Municipio: Medellín, Total vacantes: 1","Título de PROFESIONAL en NBC: ADMINISTRACION
 ,O, NBC:   EDUCACION
 ,O, NBC:   ENFERMERIA
 ,O, NBC:   INGENIERIA ADMINISTRATIVA Y AFINES
 ,O, NBC:   INSTRUMENTACION QUIRURGICA
 ,O, NBC:   LENGUAS MODERNAS, LITERATURA, LINGUISTICA Y AFINES
 ,O, NBC:   MEDICINA
 ,O, NBC:   NUTRICION Y DIETETICA
 ,O, NBC:   ODONTOLOGIA
 ,O, NBC:   OPTOMETRIA, OTROS PROGRAMAS DE CIENCIAS DE LA SALUD
 ,O, NBC:   SALUD PUBLICA
 ,O, NBC:   SOCIOLOGIA, TRABAJO SOCIAL Y AFINES
 ,O, NBC:   TERAPIAS.
 ,Y, Certificación internacional de dominio del inglés en nivel B2 según el Marco Común Europeo de Referencia MCER. Las certificaciones deben corresponder a la lista de exámenes aprobados por la NTC5580 (Icontec-Men), y aquellas normas que la modifiquen, actualicen o sustituyan, tener una vigencia de 2 años, corresponder a las 4 habilidades de dominio de lengua (Listening, Reading, Speaking, Writing)"
Profesional,1,229581,8208795,Cincuenta y uno(51) meses de EXPERIENCIA PROFESIONAL RELACIONADA,"Dependencia: BOLIVAR- CENTRO AGROEMPRESARIAL Y MINERO,  Municipio: Cartagena De Indias, Total vacantes: 1","Título de PROFESIONAL en NBC: ADMINISTRACION
 ,O, NBC:   AGRONOMIA
 ,O, NBC:   CONTADURIA PUBLICA
 ,O, NBC:   ECONOMIA
 ,O, NBC:   EDUCACION
 ,O, NBC:   INGENIERIA ADMINISTRATIVA Y AFINES
 ,O, NBC:   INGENIERIA AGRICOLA, FORESTAL Y AFINES
 ,O, NBC:   INGENIERIA AGROINDUSTRIAL, ALIMENTOS Y AFINES
 ,O, NBC:   INGENIERIA AGRONOMICA, PECUARIA Y AFINES
 ,O, NBC:   INGENIERIA DE MINAS, METALURGIA Y AFINES
 ,O, NBC:   LENGUAS MODERNAS, LITERATURA, LINGUISTICA Y AFINES.
 ,Y, Certificación internacional de dominio del inglés en nivel B2 según el Marco Común Europeo de Referencia MCER. Las certificaciones deben corresponder a la lista de exámenes aprobados por la NTC5580 (Icontec-Men), y aquellas normas que la modifiquen, actualicen o sustituyan, tener una vigencia de 2 años, corresponder a las 4 habilidades de dominio de lengua (Listening, Reading, Speaking, Writing)"
Técnico,1,232185,3914015,Seis(6) meses de EXPERIENCIA RELACIONADA,"Dependencia: HUILA-CENTRO DE LA INDUSTRIA, LA EMPRESA Y LOS SERVICIOS,  Municipio: Neiva, Total vacantes: 1","Título de FORMACION TECNICA PROFESIONAL en NBC: ADMINISTRACION
 ,O, NBC:   CONTADURIA PUBLICA
 ,O, NBC:   DERECHO Y AFINES
 ,O, NBC:   INGENIERIA ADMINISTRATIVA Y AFINES
 ,O, NBC:   INGENIERIA INDUSTRIAL Y AFINES."
Instructor,140,232187,4065092,Treinta y seis(36) meses de experiencia relacionada con la docencia de lengua inglesa,"Dependencia: DISTRITO CAPITAL-CENTRO DE MANUFACTURA EN TEXTIL Y CUERO,  Municipio: Bogotá D.C., Total vacantes: 1","Título de FORMACION TECNICA PROFESIONAL EN CUALQUIER NUCLEO BASICO DEL CONOCIMIENTO.
 ,Y, Nivel de lengua mínimo B2 de acuerdo al MCER. Los exámenes admitidos deben corresponder a la lista de exámenes aprobados por la NTC5580 (Icontec-Men), y aquellas normas que la modifiquen, actualicen o sustituyan, tener una vigencia de 2 años, corresponder a las 4 habilidades de dominio de lengua (Listening, Reading, Speaking, Writing)"
